55,REA,2681
56,REA,56
56,REA,1616
56,REA,1507
56,REA,412
56,REA,1665
57,REA,2416
57,REA,58
58,REA,1154
59,REA,1808
59,REA,557
59,REA,2443
59,REA,534
59,REA,105
59,REA,1721
59,REA,170
59,REA,59
59,REA,538
59,REA,1229
60,REA,2425
60,REA,210
60,REA,60
60,REA,61
60,REA,1190
61,REA,149
61,REA,88
61,REA,74
61,REA,61
61,REA,1333
62,REA,2081
62,REA,63
63,REA,2501
64,REA,64
64,REA,65
64,REA,1763
64,REA,1358
64,REA,1737
65,REA,65
65,REA,66
65,REA,771
65,REA,1828
65,REA,1013
65,REA,984
65,REA,2021
65,REA,95
65,REA,239
66,REA,2539
67,REA,692
67,REA,2155
67,REA,67
67,REA,68
67,REA,747
68,REA,72
68,REA,1108
68,REA,68
68,REA,71
69,REA,1797
69,REA,262
69,REA,454
69,REA,2620
69,REA,1914
69,REA,175
69,REA,70
69,REA,2045
69,REA,69
70,REA,2179
70,REA,2180
70,REA,71
71,REA,611
71,REA,2691
71,REA,71
72,REA,72
73,REA,800
73,REA,1187
73,REA,1189
73,REA,73
73,REA,876
73,REA,1902
73,REA,337
73,REA,915
73,REA,1358
73,REA,565
73,REA,90
73,REA,1950
73,REA,1765
74,REA,544
74,REA,497
74,REA,1042
74,REA,2499
74,REA,280
74,REA,74
74,REA,75
74,REA,2526
74,REA,399
75,REA,84
75,REA,2549
75,REA,76
75,REA,75
75,REA,284
76,REA,88
76,REA,2164
76,REA,76
76,REA,2467
77,REA,2147
77,REA,77
77,REA,2079
78,REA,733
78,REA,2350
78,REA,78
78,REA,79
79,REA,80
79,REA,2026
79,REA,716
80,REA,80
80,REA,1223
80,REA,964
80,REA,2046
81,REA,81
81,REA,315
81,REA,1742
81,REA,1358
81,REA,257
82,REA,82
82,REA,1050
82,REA,725
83,REA,449
83,REA,83
83,REA,1103
84,REA,2224
84,REA,2419
84,REA,84
84,REA,85
84,REA,583
85,REA,104
85,REA,1608
85,REA,2147
85,REA,85
86,REA,897
86,REA,196
86,REA,86
86,REA,695
87,REA,88
87,REA,2217
87,REA,1914
87,REA,118
87,REA,87
88,REA,2688
88,REA,514
88,REA,323
88,REA,471
88,REA,711
88,REA,331
88,REA,130
88,REA,1358
88,REA,1743
88,REA,272
88,REA,2392
88,REA,211
88,REA,1309
88,REA,277
88,REA,88
88,REA,89
88,REA,2202
88,REA,1755
88,REA,733
88,REA,415
88,REA,162
88,REA,2278
88,REA,2025
88,REA,429
88,REA,701
88,REA,2225
88,REA,2034
88,REA,1975
88,REA,2071
89,REA,897
89,REA,2434
89,REA,963
89,REA,933
89,REA,2698
89,REA,1442
89,REA,89
89,REA,1369
89,REA,90
89,REA,2367
89,REA,1401
90,REA,1763
90,REA,2405
90,REA,90
90,REA,91
90,REA,156
91,REA,2001
91,REA,2123
91,REA,2122
91,REA,2598
91,REA,91
91,REA,92
91,REA,1773
91,REA,429
92,REA,898
92,REA,93
92,REA,2295
93,REA,437
93,REA,231
93,REA,1224
93,REA,523
93,REA,93
93,REA,94
94,REA,1218
94,REA,362
94,REA,2263
94,REA,1907
94,REA,2356
94,REA,1143
94,REA,2424
94,REA,1210
94,REA,218
94,REA,94
95,REA,1758
95,REA,1602
95,REA,2182
95,REA,2183
95,REA,456
95,REA,525
95,REA,2062
95,REA,334
95,REA,408
95,REA,2201
95,REA,239
95,REA,734
95,REA,95
95,REA,96
95,REA,100
95,REA,552
95,REA,746
95,REA,2029
95,REA,1519
95,REA,1204
95,REA,1694
95,REA,2486
96,REA,2215
97,REA,344
97,REA,97
97,REA,506
98,REA,99
98,REA,1013
99,REA,99
99,REA,100
99,REA,2454
99,REA,2455
99,REA,122
99,REA,2602
100,REA,101
100,REA,2198
101,REA,2333
101,REA,101
101,REA,111
102,REA,1986
102,REA,1878
102,REA,661
102,REA,102
102,REA,1623
102,REA,505
102,REA,2507
102,REA,124
102,REA,2425
103,REA,1664
103,REA,1927
103,REA,1623
103,REA,103
103,REA,695
103,REA,542
104,REA,104
104,REA,1065
104,REA,864
105,REA,105
105,REA,580
105,REA,1765
105,REA,524
106,REA,107
106,REA,1599
107,REA,1650
107,REA,971
107,REA,647
107,REA,107
107,REA,108
108,REA,1504
108,REA,2024
108,REA,108
108,REA,1483
109,REA,454
109,REA,353
109,REA,2604
109,REA,1358
109,REA,2001
109,REA,2450
109,REA,2325
109,REA,1624
109,REA,135
109,REA,1953
109,REA,1251
109,REA,1959
109,REA,231
109,REA,236
109,REA,109
109,REA,112
109,REA,114
109,REA,563
109,REA,2423
109,REA,1784
109,REA,306
109,REA,317
109,REA,126
109,REA,191
110,REA,1986
110,REA,565
110,REA,2367
110,REA,2268
110,REA,2130
110,REA,110
110,REA,111
111,REA,112
111,REA,2421
111,REA,1885
111,REA,1960
111,REA,2175
111,REA,188
111,REA,111
112,REA,112
112,REA,113
112,REA,306
112,REA,2668
112,REA,126
113,REA,113
113,REA,282
113,REA,747
113,REA,249
114,REA,610
114,REA,353
114,REA,114
114,REA,115
115,REA,176
116,REA,1074
116,REA,116
116,REA,389
117,REA,259
117,REA,117
117,REA,2645
118,REA,161
118,REA,2306
118,REA,643
118,REA,1579
118,REA,1029
118,REA,903
118,REA,156
118,REA,2282
118,REA,255
118,REA,2445
118,REA,1230
118,REA,2191
118,REA,661
118,REA,118
118,REA,119
118,REA,2009
118,REA,1211
118,REA,412
118,REA,446
118,REA,1013
119,REA,132
119,REA,645
119,REA,119
119,REA,120
119,REA,602
119,REA,1901
119,REA,2702
120,REA,816
120,REA,1912
120,REA,436
120,REA,120
120,REA,478
121,REA,2305
121,REA,2463
121,REA,1158
121,REA,121
121,REA,122
121,REA,1307
121,REA,1260
121,REA,589
121,REA,2383
122,REA,122
122,REA,123
123,REA,672
123,REA,2454
123,REA,123
123,REA,124
123,REA,127
124,REA,1424
124,REA,306
124,REA,1236
124,REA,124
124,REA,126
125,REA,2216
125,REA,442
125,REA,125
126,REA,1776
126,REA,306
126,REA,133
126,REA,126
127,REA,128
128,REA,128
128,REA,129
128,REA,610
128,REA,1354
128,REA,1408
128,REA,2365
129,REA,193
129,REA,130
129,REA,1691
130,REA,130
130,REA,162
130,REA,1526
131,REA,2169
131,REA,131
131,REA,683
132,REA,2024
132,REA,132
132,REA,133
132,REA,2309
132,REA,904
132,REA,2031
133,REA,544
133,REA,306
133,REA,133
133,REA,1767
133,REA,153
133,REA,426
133,REA,139
133,REA,303
134,REA,350
134,REA,135
135,REA,137
135,REA,831
135,REA,135
136,REA,137
136,REA,2100
137,REA,406
137,REA,137
137,REA,138
137,REA,2327
137,REA,2095
138,REA,138
138,REA,139
138,REA,337
138,REA,153
139,REA,306
139,REA,1623
139,REA,1560
139,REA,153
139,REA,139
139,REA,239
140,REA,1792
140,REA,1952
140,REA,140
141,REA,1002
141,REA,2662
141,REA,141
141,REA,142
141,REA,158
142,REA,1616
142,REA,347
142,REA,142
142,REA,525
143,REA,144
143,REA,598
143,REA,143
144,REA,144
144,REA,145
144,REA,213
144,REA,2192
144,REA,1290
145,REA,145
145,REA,146
145,REA,1701
145,REA,1287
145,REA,1593
145,REA,1959
145,REA,1165
146,REA,146
146,REA,405
146,REA,465
146,REA,305
146,REA,1275
146,REA,210
147,REA,1129
147,REA,147
147,REA,502
148,REA,2291
148,REA,148
148,REA,149
148,REA,2518
148,REA,378
148,REA,381
149,REA,305
149,REA,2178
149,REA,149
149,REA,150
149,REA,1121
150,REA,352
150,REA,875
150,REA,220
150,REA,150
151,REA,160
151,REA,627
151,REA,1955
151,REA,151
152,REA,152
152,REA,436
152,REA,627
152,REA,1372
152,REA,963
153,REA,1623
153,REA,153
153,REA,236
153,REA,314
154,REA,2336
154,REA,2500
154,REA,326
154,REA,263
154,REA,1358
154,REA,1999
154,REA,2385
154,REA,2645
154,REA,1848
154,REA,154
154,REA,155
154,REA,1754
155,REA,817
155,REA,2671
155,REA,2324
155,REA,155
155,REA,156
155,REA,1358
155,REA,2463
156,REA,817
156,REA,170
156,REA,156
156,REA,157
157,REA,2309
157,REA,855
157,REA,157
157,REA,158
157,REA,165
158,REA,1986
158,REA,159
158,REA,2034
158,REA,158
159,REA,160
159,REA,482
159,REA,775
160,REA,160
160,REA,267
160,REA,2201
160,REA,553
160,REA,745
160,REA,1358
161,REA,2016
161,REA,161
162,REA,498
162,REA,163
162,REA,1929
162,REA,162
162,REA,2381
163,REA,1579
164,REA,164
164,REA,2309
164,REA,1079
165,REA,169
165,REA,2187
165,REA,165
165,REA,598
166,REA,2280
166,REA,2619
166,REA,166
167,REA,168
167,REA,1577
167,REA,2437
167,REA,840
167,REA,167
168,REA,168
168,REA,169
168,REA,2438
168,REA,1056
169,REA,170
169,REA,1986
170,REA,171
171,REA,171
171,REA,180
171,REA,790
171,REA,1703
172,REA,512
172,REA,240
172,REA,756
172,REA,2071
172,REA,172
172,REA,173
173,REA,290
173,REA,1653
173,REA,173
173,REA,174
173,REA,687
174,REA,2593
174,REA,534
174,REA,1725
174,REA,174
174,REA,175
175,REA,496
175,REA,1364
175,REA,1351
175,REA,1112
175,REA,551
175,REA,231
175,REA,175
176,REA,176
176,REA,177
176,REA,179
176,REA,236
177,REA,177
177,REA,178
177,REA,2679
177,REA,1257
177,REA,1533
177,REA,831
178,REA,2600
179,REA,201
179,REA,2122
179,REA,179
179,REA,180
180,REA,1457
180,REA,2034
180,REA,180
180,REA,181
180,REA,429
180,REA,218
180,REA,316
180,REA,482
180,REA,1701
181,REA,262
181,REA,181
181,REA,182
181,REA,1464
181,REA,334
182,REA,997
182,REA,183
183,REA,1683
183,REA,997
183,REA,183
184,REA,185
184,REA,2045
185,REA,186
185,REA,2379
185,REA,2685
186,REA,1536
186,REA,2624
186,REA,2034
186,REA,2293
186,REA,2137
186,REA,186
186,REA,187
186,REA,972
187,REA,2464
188,REA,2168
188,REA,188
189,REA,564
189,REA,189
189,REA,1262
189,REA,2117
190,REA,2105
190,REA,2282
190,REA,190
191,REA,306
191,REA,995
191,REA,1609
191,REA,2538
191,REA,191
191,REA,415
192,REA,456
192,REA,193
193,REA,194
193,REA,1122
194,REA,194
194,REA,243
194,REA,1225
194,REA,1081
195,REA,195
195,REA,2151
196,REA,332
196,REA,286
196,REA,196
196,REA,197
197,REA,232
197,REA,2410
197,REA,197
197,REA,231
198,REA,1308
198,REA,199
199,REA,200
199,REA,349
199,REA,1701
200,REA,201
200,REA,2674
200,REA,2676
201,REA,2512
201,REA,598
201,REA,297
201,REA,201
201,REA,570
201,REA,205
202,REA,328
202,REA,2315
202,REA,202
202,REA,467
202,REA,1173
203,REA,1762
203,REA,470
203,REA,203
203,REA,204
203,REA,258
203,REA,205
204,REA,300
205,REA,205
206,REA,2184
206,REA,1310
206,REA,206
207,REA,208
207,REA,345
208,REA,269
209,REA,210
209,REA,2594
210,REA,1729
210,REA,1346
210,REA,1960
210,REA,1356
210,REA,461
210,REA,210
210,REA,211
210,REA,1914
211,REA,211
211,REA,498
211,REA,1677
212,REA,1705
212,REA,213
213,REA,213
213,REA,214
213,REA,537
213,REA,1593
214,REA,2194
215,REA,216
215,REA,232
215,REA,236
215,REA,215
216,REA,217
216,REA,1005
217,REA,217
217,REA,2648
217,REA,243
217,REA,473
218,REA,219
218,REA,2341
218,REA,1997
218,REA,1741
218,REA,2130
218,REA,2291
218,REA,1335
218,REA,281
218,REA,218
218,REA,2075
219,REA,219
219,REA,251
220,REA,672
220,REA,220
220,REA,221
222,REA,702
222,REA,223
223,REA,1986
223,REA,357
223,REA,223
224,REA,224
224,REA,382
225,REA,226
225,REA,1146
226,REA,231
227,REA,609
227,REA,227
227,REA,1358
228,REA,417
228,REA,244
228,REA,229
228,REA,2422
228,REA,228
228,REA,687
229,REA,1889
229,REA,229
229,REA,230
229,REA,2375
229,REA,1894
229,REA,1701
230,REA,351
230,REA,1653
230,REA,230
230,REA,394
230,REA,511
230,REA,396
231,REA,231
231,REA,232
231,REA,2217
231,REA,519
231,REA,2412
231,REA,2117
232,REA,2276
232,REA,232
232,REA,235
232,REA,1701
233,REA,234
233,REA,2604
234,REA,1552
234,REA,826
234,REA,235
236,REA,2048
236,REA,2504
236,REA,1802
236,REA,236
236,REA,237
236,REA,306
236,REA,244
236,REA,2076
237,REA,2518
238,REA,1828
238,REA,239
239,REA,994
239,REA,1131
239,REA,728
239,REA,493
239,REA,239
239,REA,1848
239,REA,306
239,REA,405
239,REA,2616
239,REA,1628
240,REA,240
240,REA,241
240,REA,512
240,REA,256
242,REA,242
242,REA,436
242,REA,2466
242,REA,2670
243,REA,243
243,REA,244
243,REA,1701
243,REA,1532
244,REA,244
244,REA,245
244,REA,312
244,REA,2476
245,REA,2402
245,REA,1510
245,REA,246
246,REA,1873
246,REA,246
246,REA,289
246,REA,936
246,REA,247
247,REA,1862
248,REA,248
248,REA,249
248,REA,1962
248,REA,443
249,REA,249
249,REA,1526
249,REA,2534
250,REA,2427
250,REA,251
251,REA,251
251,REA,900
251,REA,507
252,REA,490
252,REA,252
252,REA,2213
252,REA,1370
252,REA,277
253,REA,338
253,REA,253
253,REA,254
253,REA,2429
254,REA,507
254,REA,255
255,REA,256
255,REA,388
255,REA,836
255,REA,1529
255,REA,255
257,REA,257
257,REA,2434
257,REA,734
257,REA,2097
258,REA,2611
258,REA,258
258,REA,259
258,REA,761
258,REA,1401
258,REA,2394
258,REA,963
259,REA,2537
259,REA,260
260,REA,2642
261,REA,318
261,REA,536
261,REA,1902
261,REA,261
261,REA,1542
262,REA,262
263,REA,264
263,REA,296
263,REA,748
263,REA,263
264,REA,448
264,REA,472
264,REA,264
264,REA,265
264,REA,1824
265,REA,371
266,REA,1105
266,REA,266
266,REA,634
266,REA,601
266,REA,2383
267,REA,267
267,REA,268
267,REA,2606
267,REA,2359
268,REA,2113
268,REA,269
268,REA,2221
269,REA,1812
269,REA,843
269,REA,269
269,REA,2494
269,REA,1597
270,REA,304
270,REA,1131
270,REA,279
270,REA,270
270,REA,271
271,REA,299
271,REA,1702
271,REA,2617
271,REA,271
271,REA,783
272,REA,273
273,REA,274
273,REA,1042
273,REA,374
274,REA,2553
274,REA,275
274,REA,1103
275,REA,1307
275,REA,276
275,REA,1703
276,REA,434
276,REA,276
276,REA,333
276,REA,1663
277,REA,2308
277,REA,277
277,REA,278
277,REA,420
277,REA,366
278,REA,2100
279,REA,1920
279,REA,1765
279,REA,838
279,REA,279
279,REA,2344
279,REA,1594
279,REA,1343
279,REA,2122
279,REA,2143
280,REA,280
280,REA,1351
281,REA,2243
281,REA,1670
281,REA,2009
281,REA,2056
281,REA,281
281,REA,1996
281,REA,972
281,REA,1358
282,REA,282
282,REA,540
283,REA,283
283,REA,1260
283,REA,2671
284,REA,2224
284,REA,284
284,REA,285
284,REA,583
285,REA,1976
285,REA,818
285,REA,286
286,REA,286
286,REA,1973
287,REA,288
287,REA,641
288,REA,938
289,REA,289
289,REA,290
289,REA,2476
289,REA,306
290,REA,2064
290,REA,290
290,REA,501
290,REA,536
290,REA,480
291,REA,292
291,REA,503
292,REA,2560
293,REA,2034
293,REA,294
294,REA,2045
294,REA,302
294,REA,295
295,REA,296
295,REA,507
295,REA,1935
296,REA,297
296,REA,1349
297,REA,2160
297,REA,520
297,REA,338
297,REA,297
297,REA,570
298,REA,327
298,REA,298
298,REA,299
298,REA,1213
298,REA,1325
299,REA,2208
299,REA,2304
299,REA,299
299,REA,2383
300,REA,2227
300,REA,300
300,REA,301
300,REA,415
301,REA,758
301,REA,302
301,REA,439
302,REA,306
302,REA,308
302,REA,302
302,REA,303
303,REA,304
303,REA,1367
303,REA,303
304,REA,304
304,REA,305
304,REA,1701
304,REA,518
304,REA,2359
305,REA,306
306,REA,387
306,REA,1798
306,REA,519
306,REA,660
306,REA,409
306,REA,2075
306,REA,1797
306,REA,2080
306,REA,2085
306,REA,426
306,REA,685
306,REA,2096
306,REA,306
306,REA,307
306,REA,308
306,REA,1335
306,REA,2107
306,REA,2492
306,REA,1089
306,REA,836
306,REA,454
306,REA,1072
306,REA,329
306,REA,459
306,REA,2384
306,REA,2643
306,REA,2132
306,REA,1621
306,REA,342
306,REA,1367
306,REA,350
306,REA,1701
306,REA,1248
306,REA,484
306,REA,487
306,REA,2025
306,REA,1623
306,REA,493
306,REA,1776
306,REA,2038
306,REA,887
306,REA,505
306,REA,2297
306,REA,2045
307,REA,496
308,REA,308
308,REA,309
308,REA,406
308,REA,519
308,REA,329
309,REA,453
309,REA,383
309,REA,309
309,REA,733
310,REA,2436
310,REA,1221
310,REA,1542
310,REA,1576
310,REA,2025
310,REA,914
310,REA,336
310,REA,1810
310,REA,310
310,REA,311
310,REA,2200
310,REA,1945
310,REA,1947
310,REA,2237
310,REA,1950
311,REA,1512
311,REA,2034
311,REA,1701
311,REA,311
311,REA,312
311,REA,2283
312,REA,312
312,REA,657
312,REA,1358
313,REA,314
313,REA,2155
314,REA,1986
314,REA,315
315,REA,315
315,REA,1204
315,REA,2292
315,REA,827
315,REA,347
316,REA,480
316,REA,1873
316,REA,1358
316,REA,598
316,REA,1913
316,REA,985
316,REA,316
316,REA,766
316,REA,1902
316,REA,2367
317,REA,384
317,REA,317
318,REA,1337
318,REA,426
318,REA,318
318,REA,341
319,REA,320
319,REA,1839
320,REA,432
320,REA,321
320,REA,525
321,REA,321
321,REA,418
321,REA,1083
321,REA,2386
322,REA,848
322,REA,323
323,REA,323
323,REA,651
323,REA,2418
324,REA,1120
324,REA,2295
324,REA,324
324,REA,325
324,REA,1039
325,REA,438
325,REA,326
325,REA,1013
326,REA,364
326,REA,326
326,REA,333
327,REA,928
327,REA,327
327,REA,328
327,REA,1996
327,REA,2140
328,REA,328
328,REA,1722
328,REA,1358
329,REA,329
329,REA,330
329,REA,961
330,REA,330
330,REA,530
330,REA,1358
330,REA,2001
331,REA,712
331,REA,331
332,REA,1986
332,REA,2696
332,REA,332
332,REA,333
332,REA,397
333,REA,334
334,REA,456
334,REA,334
335,REA,343
335,REA,366
335,REA,335
336,REA,336
336,REA,352
337,REA,337
337,REA,341
337,REA,1214
338,REA,338
338,REA,339
338,REA,1413
339,REA,2376
340,REA,584
340,REA,2225
340,REA,340
341,REA,341
341,REA,342
341,REA,2235
341,REA,1358
341,REA,687
342,REA,945
342,REA,343
343,REA,344
343,REA,1950
344,REA,440
344,REA,470
344,REA,359
344,REA,344
344,REA,1705
345,REA,346
346,REA,347
346,REA,2365
346,REA,357
347,REA,347
347,REA,423
347,REA,348
347,REA,525
348,REA,2658
348,REA,1205
348,REA,1138
348,REA,348
348,REA,349
348,REA,2543
349,REA,2445
349,REA,2428
349,REA,349
350,REA,384
350,REA,417
350,REA,2090
350,REA,910
350,REA,637
350,REA,656
350,REA,719
350,REA,426
350,REA,350
350,REA,2143
351,REA,352
352,REA,352
352,REA,2418
353,REA,353
353,REA,1250
353,REA,1173
354,REA,1803
354,REA,354
354,REA,355
354,REA,659
354,REA,1839
355,REA,1527
356,REA,1394
356,REA,436
356,REA,357
356,REA,2342
356,REA,1218
356,REA,356
356,REA,621
357,REA,513
357,REA,357
357,REA,358
357,REA,2476
359,REA,360
359,REA,2269
359,REA,389
359,REA,359
360,REA,361
360,REA,1810
360,REA,1829
361,REA,1390
362,REA,363
363,REA,2034
364,REA,466
364,REA,1756
364,REA,1317
364,REA,2663
364,REA,364
364,REA,650
364,REA,732
364,REA,365
364,REA,1765
365,REA,2537
365,REA,1475
365,REA,366
366,REA,553
366,REA,366
366,REA,367
367,REA,368
367,REA,505
367,REA,752
368,REA,368
368,REA,1634
368,REA,996
368,REA,2519
368,REA,2248
368,REA,1705
368,REA,2249
368,REA,428
369,REA,369
369,REA,2483
369,REA,2484
370,REA,1936
370,REA,1553
370,REA,370
370,REA,371
370,REA,392
370,REA,2270
371,REA,371
371,REA,661
371,REA,1415
371,REA,392
371,REA,1404
371,REA,1810
371,REA,2591
372,REA,449
372,REA,1018
372,REA,372
372,REA,2365
372,REA,1358
373,REA,625
373,REA,1042
373,REA,373
373,REA,374
373,REA,485
374,REA,2146
374,REA,2148
374,REA,374
374,REA,1849
374,REA,2012
374,REA,509
375,REA,1233
375,REA,706
375,REA,963
375,REA,2401
375,REA,375
376,REA,376
376,REA,377
376,REA,2456
376,REA,553
376,REA,817
377,REA,481
377,REA,377
377,REA,378
377,REA,1531
377,REA,954
377,REA,383
378,REA,379
378,REA,381
379,REA,1903
379,REA,2166
379,REA,904
379,REA,379
379,REA,380
379,REA,541
379,REA,479
380,REA,1986
380,REA,380
380,REA,477
381,REA,450
381,REA,381
381,REA,382
382,REA,608
382,REA,2524
382,REA,382
383,REA,1912
383,REA,2045
383,REA,383
384,REA,384
385,REA,1056
385,REA,385
385,REA,386
385,REA,2483
385,REA,2484
386,REA,386
386,REA,1083
386,REA,2588
386,REA,770
387,REA,387
387,REA,388
387,REA,2022
387,REA,551
388,REA,1713
388,REA,2290
388,REA,388
389,REA,704
389,REA,2497
389,REA,1282
389,REA,1523
389,REA,389
389,REA,1483
389,REA,1701
390,REA,2379
390,REA,391
391,REA,616
391,REA,2628
391,REA,2678
391,REA,391
391,REA,392
391,REA,460
392,REA,1441
392,REA,392
392,REA,393
392,REA,1415
392,REA,1826
393,REA,2162
394,REA,577
394,REA,1529
394,REA,394
394,REA,395
394,REA,1518
395,REA,395
395,REA,765
396,REA,396
396,REA,2509
397,REA,2095
397,REA,397
397,REA,1558
397,REA,2613
398,REA,644
398,REA,2534
398,REA,398
399,REA,400
399,REA,1088
399,REA,1505
399,REA,452
399,REA,544
399,REA,399
400,REA,1183
401,REA,864
401,REA,401
401,REA,435
401,REA,411
401,REA,733
401,REA,767
402,REA,402
402,REA,403
402,REA,1542
402,REA,776
402,REA,2075
402,REA,812
402,REA,507
403,REA,403
403,REA,526
403,REA,616
403,REA,2283
403,REA,2236
403,REA,1037
403,REA,1966
403,REA,2447
404,REA,2492
404,REA,1170
404,REA,404
405,REA,738
405,REA,405
406,REA,2144
406,REA,573
406,REA,406
407,REA,1624
407,REA,2576
407,REA,695
407,REA,2516
407,REA,407
408,REA,2000
408,REA,423
408,REA,408
408,REA,2071
408,REA,415
408,REA,734
409,REA,409
409,REA,459
409,REA,589
409,REA,695
410,REA,410
410,REA,2356
410,REA,2350
411,REA,411
411,REA,2601
411,REA,1054
411,REA,2137
412,REA,412
412,REA,413
412,REA,447
413,REA,846
414,REA,496
414,REA,415
415,REA,815
415,REA,737
415,REA,1013
415,REA,490
415,REA,525
415,REA,2669
415,REA,1869
415,REA,2456
415,REA,2197
415,REA,1178
415,REA,666
415,REA,415
415,REA,860
415,REA,1309
415,REA,1269
416,REA,416
416,REA,467
416,REA,598
417,REA,417
417,REA,418
417,REA,773
417,REA,617
417,REA,2495
419,REA,2250
419,REA,420
420,REA,421
420,REA,1255
421,REA,457
421,REA,422
422,REA,1608
423,REA,1602
423,REA,803
423,REA,456
423,REA,423
423,REA,424
424,REA,425
424,REA,461
424,REA,433
425,REA,533
426,REA,452
426,REA,487
426,REA,426
426,REA,1015
426,REA,556
427,REA,513
427,REA,2450
427,REA,427
428,REA,2176
428,REA,2451
428,REA,837
428,REA,2679
428,REA,428
428,REA,429
429,REA,1531
429,REA,2406
429,REA,748
429,REA,2039
429,REA,429
429,REA,430
429,REA,733
429,REA,1336
429,REA,2450
429,REA,949
429,REA,1481
429,REA,788
429,REA,794
429,REA,2427
429,REA,442
430,REA,2128
431,REA,2695
431,REA,2636
431,REA,431
432,REA,432
432,REA,2275
433,REA,433
433,REA,512
434,REA,2449
434,REA,434
434,REA,435
434,REA,1313
434,REA,1628
434,REA,2349
435,REA,435
435,REA,2219
435,REA,2553
436,REA,897
436,REA,2405
436,REA,2503
436,REA,1842
436,REA,490
436,REA,436
436,REA,1810
436,REA,1935
436,REA,756
436,REA,1973
436,REA,729
436,REA,527
436,REA,478
437,REA,1907
